Gene_symbol	Module_assignment
TIAL1	Not significant
TIAM1	Global down
TIE1	Not significant
TIGAR	Not significant
TIGD1	Not significant
TIGD2	Not significant
TIGD7	Not significant
TIMELESS	Not significant
TIMM13	Not significant
TIMM17A	Not significant
TIMM44	Not significant
TIMMDC1	Not significant
TIMP1	Not significant
TINF2	Not significant
TIPARP	Not significant
TIPRL	Not significant
TJP2	Not significant
TK2	Not significant
TKT	Not significant
TLE2	Not significant
TLE3	B down
TLE4	Not significant
TLK1	Global down
TLK2	Not significant
TLN1	Global down
TM2D1	Not significant
TM2D3	Not significant
TM7SF2	Not significant
TM9SF1	Not significant
TM9SF2	Not significant
TM9SF3	Not significant
TM9SF4	Not significant
TMA7	Not significant
TMBIM1	Not significant
TMBIM6	Not significant
TMC6	Not significant
TMC8	Not significant
TMCC1	Not significant
TMCO1	Not significant
TMCO3	Not significant
TMED1	Not significant
TMED10	Global late down
TMED2	Not significant
TMED3	Not significant
TMED4	Not significant
TMED9	Not significant
TMEM106B	Not significant
TMEM106C	Not significant
TMEM107	Mono early down
TMEM109	Not significant
TMEM120A	Not significant
TMEM126B	Not significant
TMEM129	Not significant
TMEM131	Mono early down
TMEM131L	Not significant
TMEM134	Not significant
TMEM140	Not significant
TMEM141	Not significant
TMEM147	Not significant
TMEM14B	Mono late down
TMEM154	Not significant
TMEM156	Not significant
TMEM159	Not significant
TMEM161A	Not significant
TMEM161B	Not significant
TMEM164	Not significant
TMEM165	Not significant
TMEM167A	Not significant
TMEM168	Not significant
TMEM173	Not significant
TMEM175	Not significant
TMEM179B	Not significant
TMEM18	Not significant
TMEM184C	Not significant
TMEM186	Not significant
TMEM187	Not significant
TMEM189	Not significant
TMEM192	Not significant
TMEM2	Not significant
TMEM203	Not significant
TMEM205	Not significant
TMEM206	Not significant
TMEM208	Not significant
TMEM219	Global down
TMEM222	Not significant
TMEM243	Not significant
TMEM248	Global late down
TMEM25	Not significant
TMEM250	Not significant
TMEM256	Not significant
TMEM258	Not significant
TMEM259	Global down
TMEM263	Not significant
TMEM30A	Not significant
TMEM33	Not significant
TMEM35B	Not significant
TMEM38B	Not significant
TMEM39A	Not significant
TMEM39B	Not significant
TMEM41B	Not significant
TMEM42	Not significant
TMEM43	Mono late down
TMEM50A	B/T early up
TMEM59	NK mid up
TMEM60	Not significant
TMEM62	Not significant
TMEM63A	Not significant
TMEM63B	Not significant
TMEM64	Not significant
TMEM70	Not significant
TMEM71	Not significant
TMEM87A	Not significant
TMEM87B	Not significant
TMEM8A	Mono late down
TMEM9	Not significant
TMEM91	Not significant
TMEM94	Not significant
TMEM97	Not significant
TMEM99	Not significant
TMEM9B	Not significant
TMF1	Not significant
TMOD2	Not significant
TMOD3	Mono late down
TMOD4	Not significant
TMPO	Not significant
TMTC2	Not significant
TMTC3	Not significant
TMTC4	Not significant
TMX1	Not significant
TMX3	Not significant
TMX4	Not significant
TNFAIP3	B/T early up
TNFAIP8	Global down
TNFRSF10A	Not significant
TNFRSF10B	Not significant
TNFRSF10D	Not significant
TNFRSF14	Mono late down
TNFRSF18	Not significant
TNFRSF1A	Not significant
TNFRSF1B	Not significant
TNFRSF25	Global down
TNFSF10	Mono late up
TNFSF12	Mono late down
TNFSF13B	Mono early up
TNFSF4	Not significant
TNFSF8	Not significant
TNIK	Not significant
TNIP1	Not significant
TNIP2	Not significant
TNK2	Global up
TNKS	Not significant
TNKS2	Not significant
TNNC1	Not significant
TNNT3	Not significant
TNPO1	Not significant
TNPO2	Not significant
TNPO3	Not significant
TNRC18	Not significant
TNRC6A	Mono early down
TNRC6C	Not significant
TOB1	B/T early up
TOB2	Not significant
TOE1	Not significant
TOGARAM1	Not significant
TOLLIP	Not significant
TOM1	Not significant
TOMM20	Not significant
TOMM22	Not significant
TOMM40	Not significant
TOMM6	Not significant
TOMM70	Not significant
TOP1	Global up
TOP1MT	Not significant
TOP2A	Not significant
TOP2B	Global down
TOP3A	Not significant
TOP3B	Not significant
TOPBP1	Not significant
TOPORS	Not significant
TOR1AIP1	Not significant
TOR1AIP2	Not significant
TOR1B	Not significant
TOR2A	Not significant
TOX	Not significant
TOX2	Not significant
TOX4	Not significant
TP53	Not significant
TP53BP1	Not significant
TP53BP2	Not significant
TP53I13	Not significant
TPCN1	Not significant
TPD52	Not significant
TPD52L2	Not significant
TPM1	Not significant
TPM3	Lymph late up
TPM4	Not significant
TPP2	Mono late down
TPR	Mono early down
TPRG1L	Not significant
TPRKB	Not significant
TPRN	Not significant
TPST2	Not significant
TPT1	B/T early up
TPX2	Not significant
TRA2A	Mono late down
TRA2B	NK mid up
TRABD	Not significant
TRADD	Not significant
TRAF1	Not significant
TRAF2	Not significant
TRAF3	Not significant
TRAF3IP1	Not significant
TRAF3IP2	Not significant
TRAF3IP3	Not significant
TRAF5	Not significant
TRAF7	Not significant
TRAFD1	Not significant
TRAK1	Mono late down
TRAM1	B/T early up
TRANK1	Global up
TRAP1	Not significant
TRAPPC1	Not significant
TRAPPC10	Not significant
TRAPPC11	Not significant
TRAPPC12	Not significant
TRAPPC13	Not significant
TRAPPC3	Not significant
TRAPPC4	Not significant
TRAPPC6A	Not significant
TRAPPC8	Not significant
TRAPPC9	Not significant
TRAT1	Not significant
TREML2	Global up
TRERF1	Not significant
TRIAP1	Not significant
TRIB1	Mono early up
TRIB2	Lymph late up
TRIM13	Not significant
TRIM14	Not significant
TRIM21	Not significant
TRIM22	Global up
TRIM24	Not significant
TRIM25	Global up
TRIM26	Not significant
TRIM27	Not significant
TRIM28	Not significant
TRIM32	Not significant
TRIM33	Not significant
TRIM37	Not significant
TRIM38	Global up
TRIM4	Not significant
TRIM41	Not significant
TRIM44	Not significant
TRIM45	Not significant
TRIM5	Global up
TRIM52	Not significant
TRIM56	Not significant
TRIM8	Not significant
TRIOBP	Not significant
TRIP11	Not significant
TRIP12	Global down
TRIP4	Not significant
TRIP6	Not significant
TRIR	Global late down
TRIT1	Not significant
TRMO	Not significant
TRMT1	Not significant
TRMT10B	Not significant
TRMT10C	Not significant
TRMT11	Not significant
TRMT112	Not significant
TRMT13	Not significant
TRMT1L	Not significant
TRMT2A	Not significant
TRMT6	Not significant
TRMT61B	Not significant
TRMU	Not significant
TRNAU1AP	Not significant
TRNT1	Not significant
TROVE2	Not significant
TRPC4AP	Not significant
TRPM7	Not significant
TRPS1	Not significant
TRPT1	Not significant
TRPV2	Not significant
TRRAP	Not significant
TRUB2	Not significant
TSC2	Not significant
TSC22D1	Not significant
TSC22D3	Global late down
TSC22D4	Not significant
TSEN15	Not significant
TSEN2	Not significant
TSEN34	Not significant
TSEN54	Not significant
TSG101	Not significant
TSGA10	Not significant
TSHZ1	Not significant
TSHZ2	Not significant
TSN	Not significant
TSNAX	Not significant
TSPAN14	Not significant
TSPAN17	Not significant
TSPAN2	Not significant
TSPAN3	Mono early up
TSPAN31	Not significant
TSPAN32	Not significant
TSPAN5	Not significant
TSPO	Mono early up
TSPYL2	Mono early down
TSPYL4	Not significant
TSR1	Not significant
TSR2	Not significant
TSSC4	Not significant
TSTA3	Not significant
TSTD2	Not significant
TTBK2	Not significant
TTC1	Not significant
TTC12	Not significant
TTC13	Not significant
TTC17	Mono early down
TTC19	Not significant
TTC21B	Not significant
TTC27	Not significant
TTC3	Global late down
TTC31	Not significant
TTC37	Not significant
TTC39C	Not significant
TTC5	Not significant
TTC7A	Not significant
TTC9C	Not significant
TTF1	Not significant
TTF2	Not significant
TTI1	Not significant
TTI2	Not significant
TTLL12	Not significant
TTLL5	Not significant
TUBA1A	Global down
TUBA1B	NK mid up
TUBA1C	Mono late up
TUBA4A	B/T early up
TUBB	Not significant
TUBB2B	Not significant
TUBB4B	B/T early up
TUBGCP2	Not significant
TUBGCP3	Not significant
TUBGCP4	Not significant
TUBGCP5	Not significant
TUBGCP6	Not significant
TUFM	Not significant
TULP4	Not significant
TUT1	Not significant
TVP23B	Not significant
TWF1	Not significant
TWF2	Global down
TWISTNB	Not significant
TXK	Not significant
TXLNA	Not significant
TXLNG	Not significant
TXN	Mono early up
TXNDC11	Not significant
TXNDC15	Not significant
TXNDC9	Not significant
TXNIP	Mono early down
TXNL1	Not significant
TXNL4A	Not significant
TXNL4B	Not significant
TXNRD1	Mono early up
TYK2	Not significant
TYW1	Not significant
TYW3	Not significant
TYW5	Not significant
U2SURP	Not significant
UAP1	Not significant
UBA1	Not significant
UBA2	Not significant
UBA3	Not significant
UBA5	Not significant
UBA52	Global late down
UBA6	Not significant
UBA7	Not significant
UBAC1	Not significant
UBAC2	Not significant
UBALD2	Mono late up
UBAP1	Not significant
UBAP2	Not significant
UBAP2L	Not significant
UBASH3A	Not significant
UBASH3B	Not significant
UBB	B/T early up
UBC	B/T early up
UBE2A	Not significant
UBE2B	Not significant
UBE2D1	Not significant
UBE2D2	Not significant
UBE2D3	B/T early up
UBE2D4	Not significant
UBE2F	Not significant
UBE2G1	Not significant
UBE2G2	Not significant
UBE2I	Not significant
UBE2J1	B/T early up
UBE2J2	Not significant
UBE2K	Not significant
UBE2L3	Mono late up
UBE2L6	Global up
UBE2N	Not significant
UBE2O	Not significant
UBE2Q1	Not significant
UBE2R2	Mono late down
UBE2S	Not significant
UBE2V2	Not significant
UBE3A	Not significant
UBE3B	Not significant
UBE3C	Not significant
UBE4B	Not significant
UBL3	Not significant
UBL4A	Not significant
UBLCP1	Not significant
UBN1	B down
UBN2	Not significant
UBOX5	Not significant
UBP1	Not significant
UBQLN2	Not significant
UBR1	Not significant
UBR2	Not significant
UBR3	Not significant
UBR4	Not significant
UBR5	Mono early down
UBR7	Not significant
UBTF	Global down
UBXN1	Mono early down
UBXN2A	Not significant
UBXN2B	Not significant
UBXN4	Not significant
UBXN6	Not significant
UBXN7	Not significant
UCHL3	Not significant
UCHL5	Not significant
UCKL1	Not significant
UCP2	Not significant
UEVLD	Not significant
UFC1	Not significant
UFD1	Not significant
UFL1	Not significant
UFSP2	Not significant
UGCG	Not significant
UGDH	Not significant
UGGT1	Not significant
UGP2	Mono early up
UHMK1	Not significant
UHRF1BP1L	Not significant
UHRF2	Not significant
UIMC1	Not significant
ULK2	Mono late down
ULK3	Not significant
UMAD1	Not significant
UMPS	Not significant
UNC119	Not significant
UNC13D	Not significant
UNC45A	Not significant
UNC50	Not significant
UNC93B1	Not significant
UPF1	Not significant
UPF2	Not significant
UPF3A	Not significant
UPF3B	Not significant
UPP1	Not significant
UQCC1	Not significant
UQCC3	Not significant
UQCRB	Not significant
UQCRC1	Not significant
UQCRC2	Not significant
UQCRH	Not significant
URB1	Not significant
URB2	Not significant
URGCP	Not significant
URI1	Not significant
UROD	Not significant
UROS	Not significant
USE1	Not significant
USF2	Not significant
USH1C	Not significant
USO1	Not significant
USP1	Not significant
USP11	Not significant
USP14	Not significant
USP15	B/T early up
USP16	Not significant
USP19	Not significant
USP20	Not significant
USP21	Not significant
USP22	Not significant
USP24	Not significant
USP25	Global up
USP3	Mono late down
USP32	Not significant
USP33	Not significant
USP34	Not significant
USP36	Mono late down
USP37	Not significant
USP38	Not significant
USP39	Not significant
USP4	Not significant
USP40	Not significant
USP44	Not significant
USP45	Not significant
USP47	Not significant
USP48	B down
USP5	Not significant
USP53	Not significant
USP6NL	Not significant
USP8	Mono early down
USP9X	Not significant
USP9Y	Not significant
USPL1	Not significant
UTP11	Not significant
UTP14A	Not significant
UTP15	Not significant
UTP18	Not significant
UTP20	Not significant
UTP23	Not significant
UTP3	Not significant
UTP4	Not significant
UTP6	Not significant
UTY	Not significant
UVRAG	B/T early up
UXS1	Not significant
VAC14	Not significant
VAMP1	Not significant
VAMP2	Not significant
VAMP3	Not significant
VAMP4	Not significant
VAMP5	Global up
VAMP7	Not significant
VAMP8	Mono late down
VAPB	Not significant
VARS	Not significant
VARS2	Not significant
VASP	B down
VAT1	Mono late up
VAV1	Not significant
VAV3	Not significant
VBP1	Not significant
VCAN	Mono early up
VCL	Mono late down
VCP	Not significant
VCPIP1	Not significant
VDAC1	Not significant
VDAC2	Not significant
VDAC3	Not significant
VEGFB	Not significant
VEZF1	NK mid up
VEZT	Not significant
VGLL4	Not significant
VIM	B down
VIPAS39	Not significant
VIRMA	Not significant
VMA21	Not significant
VOPP1	NK mid up
VPS11	Not significant
VPS13A	Not significant
VPS13B	Mono early down
VPS13D	Not significant
VPS16	Not significant
VPS18	Not significant
VPS25	Not significant
VPS26A	Not significant
VPS26B	Not significant
VPS26C	Not significant
VPS28	Not significant
VPS29	Not significant
VPS33A	Not significant
VPS33B	Not significant
VPS35	Not significant
VPS36	Mono early down
VPS37A	Not significant
VPS37B	Not significant
VPS39	Not significant
VPS41	Not significant
VPS45	Not significant
VPS4A	Not significant
VPS4B	Not significant
VPS50	Not significant
VPS51	Not significant
VPS52	Not significant
VPS53	Not significant
VPS54	Not significant
VPS72	Not significant
VPS8	Not significant
VRK1	Not significant
VRK2	Not significant
VRK3	Not significant
VSIG1	Not significant
VTA1	Not significant
VTI1B	Not significant
VWA3A	Not significant
VWA8	Not significant
WAC	Not significant
WAPL	Mono early down
WARS	Global up
WARS2	Not significant
WAS	Not significant
WASF2	Mono early down
WASHC3	Not significant
WASHC4	Not significant
WASHC5	Not significant
WASL	Not significant
WBP1	Not significant
WBP11	Not significant
WBP1L	Not significant
WBP2	Not significant
WBP4	Not significant
WDFY1	Not significant
WDFY2	Not significant
WDPCP	Not significant
WDR1	Mono late up
WDR11	Not significant
WDR13	Not significant
WDR20	Not significant
WDR24	Not significant
WDR25	Not significant
WDR26	Not significant
WDR3	Mono early down
WDR33	Not significant
WDR34	Not significant
WDR36	Not significant
WDR37	Not significant
WDR4	Not significant
WDR41	Not significant
WDR43	Not significant
WDR44	Not significant
WDR45	Not significant
WDR45B	Not significant
WDR46	Not significant
WDR47	Not significant
WDR48	Not significant
WDR5	Not significant
WDR54	Not significant
WDR59	Not significant
WDR60	Not significant
WDR61	Not significant
WDR7	Not significant
WDR70	Not significant
WDR74	Not significant
WDR75	Not significant
WDR76	Not significant
WDR82	Not significant
WDR83	Not significant
WDR83OS	Mono late down
WDSUB1	Not significant
WDTC1	Not significant
WFIKKN1	Not significant
WHAMM	Not significant
WIPF1	B/T early up
WIPI2	Not significant
WNK1	Global down
WRAP53	Not significant
WRAP73	Not significant
WRB	Not significant
WRN	Not significant
WRNIP1	Not significant
WSB1	Not significant
WTAP	Not significant
WWC3	Not significant
XAB2	Not significant
XAF1	Global up
XBP1	Not significant
XIAP	Not significant
XPA	Not significant
XPC	Not significant
XPNPEP1	Not significant
XPO1	Not significant
XPO4	Not significant
XPO5	Not significant
XPO6	Not significant
XPO7	Not significant
XPOT	Not significant
XRCC1	Not significant
XRCC5	Mono late up
XRCC6	Not significant
XRN1	Global up
XRN2	Lymph late up
XXYLT1	Not significant
XYLT1	Not significant
XYLT2	Not significant
YAE1D1	Not significant
YAF2	Not significant
YARS	Mono late up
YARS2	Not significant
YIF1A	Not significant
YIPF3	Not significant
YIPF5	Not significant
YJEFN3	Not significant
YKT6	Not significant
YLPM1	Not significant
YME1L1	Not significant
YPEL1	Not significant
YPEL2	Mono late down
YPEL3	Not significant
YPEL4	Not significant
YPEL5	B/T early up
YTHDF1	Not significant
YTHDF2	Not significant
YTHDF3	Not significant
YWHAB	Global late down
YWHAE	Mono late up
YWHAG	Mono late up
YWHAH	Not significant
YWHAQ	Not significant
YWHAZ	B/T early up
YY1	Not significant
YY1AP1	Not significant
ZADH2	Not significant
ZAP70	Global late down
ZBED1	Not significant
ZBED5	Not significant
ZBTB1	Not significant
ZBTB10	Not significant
ZBTB11	Not significant
ZBTB14	Not significant
ZBTB16	Not significant
ZBTB17	Not significant
ZBTB18	Not significant
ZBTB2	Not significant
ZBTB20	Not significant
ZBTB21	Not significant
ZBTB24	Not significant
ZBTB33	Not significant
ZBTB38	Global late down
ZBTB39	Not significant
ZBTB40	Not significant
ZBTB43	Mono late down
ZBTB44	Not significant
ZBTB48	Not significant
ZBTB49	Not significant
ZBTB5	Not significant
ZBTB7B	Not significant
ZBTB8OS	Not significant
ZC2HC1A	Not significant
ZC3H11A	Global down
ZC3H13	Not significant
ZC3H14	Not significant
ZC3H15	Not significant
ZC3H18	Not significant
ZC3H4	Not significant
ZC3H6	Not significant
ZC3H7A	Lymph late up
ZC3H7B	Not significant
ZC3HAV1	Not significant
ZCCHC10	Not significant
ZCCHC14	Not significant
ZCCHC17	Not significant
ZCCHC2	Mono late up
ZCCHC8	Not significant
ZCCHC9	Not significant
ZCRB1	Not significant
ZDBF2	Not significant
ZDHHC12	Not significant
ZDHHC13	Not significant
ZDHHC16	Not significant
ZDHHC17	Not significant
ZDHHC18	Not significant
ZDHHC20	Mono late down
ZDHHC3	Not significant
ZDHHC6	Not significant
